,Winery,Points_Mean,Price_Mean,Points_Median,Price_Median,Total_Reviews,N_Varieties,Varieties,Country,Province,Region
4131,Château Bois Redon,86.0,10.0,85.0,10.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4132,Château Bois de Favereau,86.0,13.0,86.0,13.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4133,Château Bois de Rolland,87.0,28.3,85.5,25.0,4,2,"['Bordeaux-style Red Blend', 'Bordeaux-style White Blend']",France,Bordeaux,['Bordeaux Supérieur']
4134,Château Boisson,88.0,12.0,88.0,12.0,2,2,"['Rosé', 'Bordeaux-style White Blend']",France,Bordeaux,['Bordeaux Rosé']
4135,Château Bolaire,87.0,11.0,87.0,11.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4136,Château Bonalgue,90.0,,90.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4137,Château Bonfort,88.0,20.0,88.0,20.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Montagne-Saint-Émilion']
4138,Château Bonnet,87.0,14.7,87.0,15.0,10,3,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend', 'Rosé']",France,Bordeaux,['Bordeaux Blanc']
4139,Château Bonnin,83.0,40.0,83.0,40.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Lussac Saint-Émilion']
4140,Château Borie de Noaillan,86.5,12.0,86.5,12.0,2,1,['Bordeaux-style White Blend'],France,Bordeaux,['Bordeaux Blanc']
4141,Château Boswell,86.0,94.0,86.0,94.0,1,1,['Cabernet Sauvignon'],US,California,"['St. Helena', 'Napa']"
4142,Château Bouissel,88.1,17.9,88.0,18.0,19,4,"['Negrette', 'Rosé', 'Red Blend', 'Syrah']",France,Southwest France,['Fronton']
4143,Château Bourbon,83.0,14.0,83.0,14.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4144,Château Bourdieu,88.5,13.5,88.5,13.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4145,Château Bourgneuf,89.9,45.0,90.5,45.0,8,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4146,Château Bourgneuf-Vayron,89.0,,89.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4147,Château Bournac,83.5,25.0,83.5,25.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4148,Château Bourron,85.0,14.0,85.0,14.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Castillon Côtes de Bordeaux']
4149,Château Bourseau,89.7,53.3,89.0,60.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Lalande de Pomerol']
4150,Château Bouscaut,90.3,38.4,91.0,32.0,26,2,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend']",France,Bordeaux,['Pessac-Léognan']
4151,Château Bousquette,89.0,17.0,89.0,17.0,1,1,['Rhône-style Red Blend'],France,Languedoc-Roussillon,['Saint-Chinian']
4152,Château Boutisse,89.5,27.5,89.5,27.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4153,Château Bovila,88.3,14.0,88.5,15.0,6,2,"['Malbec', 'Malbec-Merlot']",France,Southwest France,['Cahors']
4154,Château Boyd-Cantenac,88.0,,88.0,,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4155,Château Branaire-Ducru,93.1,62.2,93.5,55.0,18,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Julien']
4156,Château Branas Grand Poujeaux,91.2,30.0,91.0,30.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Moulis-en-Médoc']
4157,Château Brande-Bergère,87.0,26.0,87.0,25.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4158,Château Brane-Cantenac,91.9,50.8,92.0,40.0,17,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4159,Château Braude Fellonneau,89.0,45.0,89.0,45.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4160,Château Brethous,87.1,25.5,88.0,20.0,8,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4161,Château Brillette,90.2,28.0,90.0,28.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Moulis-en-Médoc']
4162,Château Briot,85.3,12.5,85.0,12.0,12,3,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend', 'Rosé']",France,Bordeaux,['Bordeaux Blanc']
4163,Château Broustet,89.9,,90.5,,8,1,['Bordeaux-style White Blend'],France,Bordeaux,['Barsac']
4164,Château Brown,90.2,52.0,90.0,52.5,18,3,"['Rosé', 'Bordeaux-style Red Blend', 'Bordeaux-style White Blend']",France,Bordeaux,['Bordeaux Rosé']
4165,Château Brulescaille,88.0,55.0,88.0,55.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Côtes de Bourg']
4166,Château Bréhat,86.7,23.3,85.0,22.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Castillon Côtes de Bordeaux']
4167,Château Buisson Reydon,88.0,10.0,88.0,10.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4168,Château Buisson-Redon,85.5,12.0,85.5,13.0,6,2,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend']",France,Bordeaux,['Bordeaux Blanc']
4169,Château Béard la Chapelle,87.0,25.0,87.0,25.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4170,Château Bégadanet,90.0,19.0,90.0,19.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4171,Château Béhèré Courtin,90.5,82.3,90.5,74.5,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pauillac']
4172,Château Bélair-Monange,94.0,230.0,94.0,192.5,11,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4173,Château Bélingard,87.5,15.2,88.0,13.0,35,3,"['Rosé', 'Bordeaux-style White Blend', 'Bordeaux-style Red Blend']",France,Southwest France,['Bergerac Rosé']
4174,Château Cabezac,87.5,13.8,87.0,11.0,18,5,"['Carignan', 'Rhône-style Red Blend', 'White Blend', 'Rosé', 'Red Blend']",France,Languedoc-Roussillon,['Vin de Pays du Val de Cesse']
4175,Château Cabredon,84.5,,84.5,,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Premieres Côtes de Bordeaux']
4176,Château Cadet-Bon,87.5,84.0,87.5,84.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4177,Château Cadet-Piola,92.0,,92.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4178,Château Cadillac,86.5,16.5,86.5,16.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4179,Château Cagnas,87.5,13.0,87.5,13.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4180,Château Cahuzac,84.5,13.0,84.5,13.0,2,1,['Red Blend'],France,Southwest France,['Fronton']
4181,Château Cailleteau Bergeron,86.8,21.4,86.0,17.0,5,2,"['Rosé', 'Bordeaux-style Red Blend']",France,Bordeaux,['Bordeaux Rosé']
4182,Château Caillou,90.3,45.0,90.0,45.0,9,1,['Bordeaux-style White Blend'],France,Bordeaux,['Barsac']
4183,Château Cailloux de By,90.0,35.0,90.0,35.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4184,Château Calissanne,88.0,58.0,88.0,58.0,3,3,"['White Blend', 'Cabernet-Syrah', 'Mourvèdre']",France,Provence,"[""Coteaux d'Aix-en-Provence""]"
4185,Château Calon,91.0,42.5,91.0,42.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Montagne-Saint-Émilion']
4186,Château Calon Ségur,93.9,68.8,94.5,75.0,10,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Estèphe']
4187,Château Calvimont,88.3,25.0,88.0,18.0,3,2,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend']",France,Bordeaux,['Graves']
4188,Château Camarsac,85.0,13.0,85.0,13.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4189,Château Cambon la Pelouse,90.3,28.5,91.0,22.5,11,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4190,Château Cambon la Pelousse,89.0,16.0,89.0,16.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4191,Château Camelot la Chapelle,90.0,10.0,90.0,10.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4192,Château Camensac,91.0,,90.5,,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4193,Château Camplazens,83.0,17.5,83.0,17.5,2,2,"['Viognier', 'Red Blend']",France,Languedoc-Roussillon,"[""Vin de Pays d'Oc""]"
4194,Château Candale,89.0,40.0,89.0,40.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4195,Château Canon,92.7,99.4,92.5,70.0,12,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4196,Château Canon la Gaffelière,92.9,80.0,93.0,80.0,10,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4197,Château Cantelaudette,87.0,,87.0,,1,1,['Rosé'],France,Bordeaux,['Bordeaux Rosé']
4198,Château Canteloup,86.0,15.0,86.0,15.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4199,Château Cantelys,90.5,35.0,90.5,35.0,2,1,['Bordeaux-style White Blend'],France,Bordeaux,['Pessac-Léognan']
4200,Château Cantemerle,90.2,40.0,91.0,40.0,8,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4201,Château Cantenac Brown,92.0,51.3,92.0,43.5,15,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4202,Château Cantin,88.3,45.7,88.0,45.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4203,Château Cantinot,88.3,40.9,89.0,35.0,11,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4204,Château Cap Léon Veyrin,89.5,29.8,89.5,30.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Listrac-Médoc']
4205,Château Cap Saint-Martin,89.0,15.5,89.0,15.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4206,Château Cap de Faugères,88.5,20.0,88.5,20.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Castillon Côtes de Bordeaux']
4207,Château Cap de Mourlin,88.4,75.0,89.0,75.0,5,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4208,Château Cap l'Ousteau,87.0,22.0,87.0,22.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4209,Château Capbern,92.5,20.0,92.5,20.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Estèphe']
4210,Château Capbern Gasqueton,91.0,,91.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Estèphe']
4211,Château Capdet,86.5,25.0,86.5,25.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Listrac-Médoc']
4212,Château Capet-Guillier,91.0,70.0,91.0,70.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4213,Château Carbonnieux,91.3,33.8,91.0,31.5,27,2,"['Bordeaux-style Red Blend', 'Bordeaux-style White Blend']",France,Bordeaux,['Pessac-Léognan']
4214,Château Carcanieux,86.2,30.0,86.0,30.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4215,Château Carignan,86.9,24.8,86.0,24.0,13,4,"['Bordeaux-style Red Blend', 'Merlot', 'Bordeaux-style White Blend', 'Rosé']",France,Bordeaux,['Cadillac Côtes de Bordeaux']
4216,Château Carignan,85.0,15.0,85.0,15.0,1,1,['Rosé'],France,France Other,['Vin de France']
4217,Château Caroline,91.0,29.0,91.0,29.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Moulis-en-Médoc']
4218,Château Caronne Ste Gemme,87.3,22.3,87.0,25.0,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4219,Château Carpe Diem,87.2,23.2,87.0,23.0,5,2,"['Rosé', 'Provence red blend']",France,Provence,['Côtes de Provence']
4220,Château Castegens,88.0,18.0,88.0,18.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Castillon Côtes de Bordeaux']
4221,Château Castel des Maures,88.3,13.7,88.0,13.0,3,1,['Rosé'],France,Provence,['Côtes de Provence']
4222,Château Castelbruck,88.0,50.0,88.0,50.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4223,Château Castenet,87.0,12.0,87.0,12.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4224,Château Castera,87.8,22.0,89.0,24.5,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4225,Château Cavalier,87.2,18.7,87.5,18.0,4,1,['Rosé'],France,Provence,['Côtes de Provence']
4226,Château Caville,84.0,14.0,84.0,14.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4227,Château Cayla,85.5,15.0,85.5,15.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4228,Château Cazeau,85.0,,85.0,,1,1,['Rosé'],France,Bordeaux,['Bordeaux Rosé']
4229,Château Certan,92.0,,92.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4230,Château Certan de May de Certan,93.5,120.0,93.0,120.0,8,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4231,Château Certan-Marzelle,90.7,,91.0,,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4232,Château Chai Neuf,85.0,12.0,85.0,12.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4233,Château Chamaille,88.0,14.0,88.0,14.0,1,1,['Merlot'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4234,Château Champ des Treilles,88.0,15.0,88.0,15.0,1,1,['Bordeaux-style White Blend'],France,Bordeaux,['Sainte-Foy Bordeaux']
4235,Château Champ du Moulin,86.0,10.0,86.0,10.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4236,Château Chantelune,90.0,100.0,90.0,100.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Margaux']
4237,Château Chantelys,89.5,19.0,89.5,19.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4238,Château Chantemerle,88.5,18.1,88.5,20.0,12,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4239,Château Chapelle d'Aliénor,87.5,15.0,87.5,15.0,2,2,"['Rosé', 'Bordeaux-style White Blend']",France,Bordeaux,['Bordeaux Rosé']
4240,Château Charmail,88.2,19.3,88.5,19.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4241,Château Chasse-Spleen,90.9,29.5,91.0,29.5,10,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Moulis-en-Médoc']
4242,Château Chatard,87.2,15.0,87.5,15.0,4,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4243,Château Chaubinet,86.0,14.0,86.0,14.0,2,2,"['Bordeaux-style White Blend', 'Bordeaux-style Red Blend']",France,Bordeaux,['Bordeaux Blanc']
4244,Château Chauvin,90.7,51.7,91.0,50.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4245,Château Chavrignac,82.0,12.0,82.0,12.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4246,Château Chemin-Royal,90.0,,90.0,,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Listrac-Médoc']
4247,Château Cheval Blanc,93.9,1000.0,95.0,1000.0,18,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4248,Château Cinc-Hilhs,85.0,16.0,85.0,16.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux']
4249,Château Cissac,89.7,22.0,89.0,22.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4250,Château Citran,90.2,35.0,91.0,35.0,11,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Haut-Médoc']
4251,Château Clairac,87.0,17.0,86.0,16.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4252,Château Clarke,89.5,30.0,90.0,30.0,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Listrac-Médoc']
4253,Château Clauzet,89.5,50.0,90.0,50.0,6,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Estèphe']
4254,Château Clerc Milon,92.4,59.0,93.0,60.5,17,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pauillac']
4255,Château Climens,96.0,114.2,96.0,126.0,7,1,['Bordeaux-style White Blend'],France,Bordeaux,['Barsac']
4256,Château Clinet,91.7,265.0,92.0,265.0,7,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Pomerol']
4257,Château Clos Bourbon,85.0,14.0,84.0,15.0,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4258,Château Clos Chaumont,83.0,20.0,83.0,20.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Cadillac Côtes de Bordeaux']
4259,Château Clos Haut-Peyraguey,92.6,50.7,94.0,45.0,13,1,['Bordeaux-style White Blend'],France,Bordeaux,['Sauternes']
4260,Château Clos Mansio,87.0,20.0,87.0,20.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Blaye Côtes de Bordeaux']
4261,Château Clos Moulin Pontet,86.0,13.5,86.0,13.5,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4262,Château Clos de Sarpe,87.0,,87.0,,3,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Saint-Émilion']
4263,Château Clos du Moulin,88.0,30.0,88.0,30.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4264,Château Cluzan,83.0,20.0,83.0,20.0,1,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Bordeaux Supérieur']
4265,Château Clément Saint-Jean,86.5,15.0,86.5,15.0,2,1,['Bordeaux-style Red Blend'],France,Bordeaux,['Médoc']
4266,Château Clément Termes,86.6,20.4,86.0,20.0,5,2,"['Rosé', 'Red Blend']",France,Southwest France,['Gaillac']
