Winery,Country,Province,Mean_Price,Mean_Points,Wines,Variety_Count
Bella Ragazza,US,California,9.0,84.5,2,1
Cramele Halewood,Romania,Terasele Dunarii,9.0,88.0,1,1
Love,Spain,Central Spain,9.0,80.4,5,5
Domaine Miquel,France,Languedoc-Roussillon,9.0,83.0,1,1
Villa Dria,France,Southwest France,9.0,87.0,1,1
Villa Giulia,Italy,Tuscany,9.0,85.0,1,1
Craftsman,Hungary,Szekszárd,9.0,85.0,1,1
Cramele Halewood,Romania,Colinele Dobrogei,9.0,88.0,3,3
Viña Casas Patronales,Chile,San Clemente,9.0,84.0,1,1
Basico,Spain,Central Spain,9.0,84.0,2,2
Viento Sur,Argentina,Mendoza Province,9.0,85.0,2,2
Tienen Duende,Spain,Northern Spain,9.0,84.33333333333333,3,3
Vieja Bodega,Argentina,Mendoza Province,9.0,86.5,2,2
Les Vignerons de Cases de Péne,France,Southwest France,9.0,84.0,1,1
Barbadillo,Spain,Andalucia,9.0,89.0,1,1
Corvidae,US,Washington-Oregon,9.0,88.0,1,1
El Morrión,Spain,Central Spain,9.0,80.0,1,1
El Encanto,Argentina,Mendoza Province,9.0,82.0,1,1
El Cortijillo,Spain,Central Spain,9.0,85.0,2,2
Odyssea,Argentina,Mendoza Province,9.0,83.0,1,1
Mirone,Spain,Northern Spain,9.0,85.0,2,1
Camina,Spain,Central Spain,9.0,84.0,2,2
Logan Ridge,US,New York,9.0,87.0,1,1
Amathia,Spain,Northern Spain,9.0,86.0,1,1
Mont Gravet,France,Languedoc-Roussillon,9.0,85.0,2,1
Lazo,Chile,Central Valley,9.0,83.5,2,2
Kumbaya,US,California,9.0,83.0,6,2
Layla,Argentina,Mendoza Province,9.0,81.0,1,1
Kumala,South Africa,Western Cape,9.0,83.0,1,1
Feudo Monaci,Italy,Southern Italy,9.0,89.0,1,1
Eastwood,US,California,9.0,84.0,3,3
Michel Picard,France,Languedoc-Roussillon,9.0,82.0,2,2
Dog Tail,US,California,9.0,84.33333333333333,6,5
VF,France,Rhône Valley,9.0,88.0,1,1
Barwang,Australia,Australia Other,9.0,83.0,1,1
Craftsman,Hungary,Neszmély,9.0,84.11111111111111,9,7
Baron Philippe de Rothschild,France,Languedoc-Roussillon,9.0,84.0,4,4
Evodia,Spain,Northern Spain,9.0,87.5,2,1
Cabra Montes,Argentina,Mendoza Province,9.0,83.5,2,2
Calama,Chile,Casablanca Valley,9.0,84.5,2,2
Morandé,Chile,Rapel Valley,9.0,84.0,2,1
Arunda,Australia,Australia Other,9.0,87.0,1,1
Terra Buena,Argentina,Mendoza Province,9.0,86.0,3,3
Maison Nicolas,France,Languedoc-Roussillon,9.0,84.5,2,2
Black C,Romania,Romania,9.0,80.0,1,1
Marktree,Australia,Australia Other,9.0,83.0,1,1
Vinihold,Portugal,Vinho Verde,9.0,85.0,1,1
Viña San Juan,Spain,Central Spain,9.0,84.0,1,1
Trumpeter,Argentina,Mendoza Province,9.0,84.875,8,5
Koblevo,Ukraine,Ukraine,9.0,85.6,5,5
Domaine de la Potardière,France,Loire Valley,9.0,87.0,1,1
Arrumaco,Spain,Spain Other,9.0,84.57142857142857,7,3
Vino San Esteban,France,Southwest France,9.0,85.0,1,1
Vino Vista Collection,Moldova,Codru Region,9.0,82.0,1,1
Brownstone,US,California,9.0,82.0,2,2
Terrazzo,Italy,Central Italy,9.0,84.5,2,2
Finca Vieja,Spain,Central Spain,9.0,83.33333333333333,3,1
Viña Paquita,Spain,Northern Spain,9.0,83.0,1,1
Aroma,Chile,Chile,9.0,80.0,1,1
Blue Reef,Australia,Australia Other,9.0,81.5,2,2
Fat Barrel,South Africa,South Africa,9.0,84.0,1,1
Mar de Castilla,Spain,Northern Spain,9.0,82.0,2,2
Domaine de Pouy,France,Southwest France,9.0,86.5,2,1
Domaine de Lartigue,France,Southwest France,9.0,86.33333333333333,3,3
Bodega Don Bosco,Argentina,Mendoza Province,9.0,83.33333333333333,3,3
Marchetti,Italy,Northeastern Italy,9.0,81.0,1,1
Vinícola de Castilla,Spain,Central Spain,9.0,83.0,1,1
Vini,Bulgaria,Danube River Plains,9.0,86.0,1,1
Bodegas Navarro López,Spain,Northern Spain,9.0,85.0,1,1
Vini,Bulgaria,Bulgaria,9.0,85.0,1,1
Borsao,Spain,Spain Other,9.0,85.0,1,1
Augustin Florent,France,Languedoc-Roussillon,9.0,82.0,1,1
Luccío,Italy,Piedmont,9.0,87.0,1,1
Don Cristobal 1492,Argentina,Mendoza Province,9.0,83.66666666666667,3,3
No BS,Spain,Northern Spain,9.0,83.0,1,1
Viñedos de Canata,Chile,Curicó Valley,9.0,81.0,1,1
Villa dei Lecci,Italy,Tuscany,9.0,85.0,1,1
Mas Marçal,Spain,Catalonia,9.0,86.0,1,1
Ancient Roots,US,California,9.0,89.0,1,1
Union de Cooperatives Vinicoles de Samos,Greece,Samos,9.0,86.0,1,1
Villarroya de la Sierra,Spain,Northern Spain,9.0,83.0,1,1
Bodegas Lomablanca,Spain,Northern Spain,9.0,81.0,1,1
Vina LaVina,Moldova,Chisinau County,9.0,81.0,1,1
Cuvée Jean-Paul,France,Rhône Valley,9.0,86.0,1,1
Two Oceans,South Africa,Western Cape,9.0,84.83333333333333,12,5
Two Brothers,Chile,Colchagua Valley,9.0,87.0,1,1
Bodegas Isidro Milagro,Spain,Central Spain,9.0,84.0,1,1
Maggio,US,California,9.0,86.0,1,1
Big Daddy Vineyards,Argentina,Mendoza Province,9.0,84.0,4,4
TorresManur,Spain,Northern Spain,9.0,80.0,1,1
Kirkland Signature,France,Provence,9.0,88.0,1,1
Finca La Niña,Argentina,Mendoza Province,9.0,84.66666666666667,3,3
Domaine du Touja,France,Southwest France,9.0,85.0,1,1
La Villa,Italy,Veneto,9.0,84.0,2,1
Montpellier,US,California,9.0,85.33333333333333,3,3
Viña del Val,Spain,Northern Spain,9.0,83.0,1,1
Bully Hill,US,New York,9.0,83.5,4,4
Delas Frères,France,Languedoc-Roussillon,9.0,83.5,2,1
Tosca,Italy,Northeastern Italy,9.0,86.0,1,1
Vinhos Norte,Portugal,Vinho Verde,9.0,85.0,2,1
McGuigan,Australia,Australia Other,9.0,86.0,2,2
Pink Truck,US,California,9.0,82.0,1,1
Clockspring,US,California,9.0,85.5,2,1
Casa Ermelinda Freitas,Portugal,Palmela,9.0,87.0,2,2
Casa Girelli,Italy,Central Italy,9.0,85.0,1,1
Casa Julia,Chile,Maule Valley,9.0,84.5,2,1
Casa Julia,Chile,Rapel Valley,9.0,85.0,2,1
Peninsula,Portugal,Estremadura,9.0,84.0,1,1
Casa Santos Lima,Portugal,Alenquer,9.0,87.5,4,1
Casa Vino,Italy,Sicily & Sardinia,9.0,85.0,1,1
St. Kilda,Australia,Australia Other,9.0,84.33333333333333,3,1
Spaghetti Red,US,California,9.0,85.0,1,1
Casaleiro,Portugal,Tejo,9.0,88.0,2,1
Sorelli,Italy,Tuscany,9.0,85.0,2,1
Il Cavaliere,Italy,Northeastern Italy,9.0,85.0,1,1
Solar de la Vega,Spain,Northern Spain,9.0,85.0,3,1
Pink Flamingo,France,Languedoc-Roussillon,9.0,85.0,1,1
Idilicum,Spain,Catalonia,9.0,85.0,1,1
Casetto,Italy,Veneto,9.0,85.0,1,1
Placido,Italy,Northeastern Italy,9.0,86.0,1,1
Southern Willows,Argentina,Mendoza Province,9.0,81.0,1,1
Plozner,Italy,Veneto,9.0,83.0,1,1
Cartuxa,Portugal,Alentejano,9.0,85.6923076923077,13,2
Patriarche Père et Fils,France,Languedoc-Roussillon,9.0,83.0,4,4
Canyon Road,US,California,9.0,84.6,5,4
Comoloco,Spain,Levante,9.0,87.0,1,1
Straccali,Italy,Lombardy,9.0,84.0,1,1
Storyteller,South Africa,Western Cape,9.0,86.0,1,1
Colonia Las Liebres,Argentina,Mendoza Province,9.0,87.0,1,1
James Estate,Australia,New South Wales,9.0,88.0,1,1
Almez,Spain,Northern Spain,9.0,84.0,1,1
Almez,Spain,Central Spain,9.0,85.0,1,1
Paul Bouchard & Cie,France,France Other,9.0,82.0,2,2
Almacruz,Chile,Colchagua Valley,9.0,83.0,1,1
Gandia,Spain,Levante,9.0,85.0,1,1
Parducci,US,Oregon,9.0,84.0,1,1
J. & F. Lurton,France,Southwest France,9.0,83.0,1,1
Carmel,Israel,Samson,9.0,85.0,1,1
Ste. Chapelle,US,America,9.0,85.0,1,1
Coast,US,California,9.0,84.0,2,2
Patagón,Chile,Curicó Valley,9.0,84.0,2,2
Ghost Gum,Australia,Australia Other,9.0,84.0,3,2
Capello,US,California,9.0,84.0,1,1
Hyatt Vineyards,US,Washington,9.0,88.33333333333333,3,3
Château de l'Enclos,France,Bordeaux,9.0,86.0,1,1
Château de Pennautier,France,Languedoc-Roussillon,9.0,82.66666666666667,3,2
Herdade do Esporão,Portugal,Portuguese Table Wine,9.0,84.66666666666667,6,3
Renzo Masi,Italy,Tuscany,9.0,87.0,4,2
Chilcas,Chile,Rapel Valley,9.0,85.5,2,2
Chilensis,Chile,Rapel Valley,9.0,85.0,1,1
Château Henry de France,France,Bordeaux,9.0,88.0,1,1
Château  de Paraza,France,Languedoc-Roussillon,9.0,83.0,1,1
Gumdale,Australia,Australia Other,9.0,84.5,2,1
Château Haut-Sorillon,France,Bordeaux,9.0,86.0,2,1
Rendition,US,California,9.0,87.5,2,2
Havana Rose,Argentina,Mendoza Province,9.0,85.0,1,1
2 Brothers,Chile,Colchagua Valley,9.0,82.0,1,1
San Luis Canyon,US,California,9.0,82.0,1,1
Hafner,Austria,Neusiedlersee,9.0,82.0,1,1
Château Croix de Gentis,France,Bordeaux,9.0,83.0,1,1
Château Comte Devaugelas,France,Languedoc-Roussillon,9.0,85.5,2,1
Happy Camper,US,California,9.0,83.76470588235294,17,3
Half Mile Creek,Australia,Australia Other,9.0,84.5,2,2
Salmon Harbor,US,Washington,9.0,85.0,1,1
2 Brothers,Germany,Nahe,9.0,84.0,1,1
Herdade do Perdigão,Portugal,Alentejano,9.0,86.0,1,1
Red Rover,US,California,9.0,83.5,2,2
Saturday Red,US,California,9.0,84.0,1,1
Castillo Catadau,Spain,Levante,9.0,85.0,1,1
Silvae,Spain,Spain Other,9.0,84.0,1,1
Château de Berne,France,France Other,9.0,85.0,1,1
African Passion,South Africa,Western Cape,9.0,85.0,1,1
Promessa,Italy,Southern Italy,9.0,88.0,2,2
Sideshow,Spain,Northern Spain,9.0,85.5,2,2
Pulden,Bulgaria,Thracian Valley,9.0,86.0,2,2
Yali,Chile,Rapel Valley,9.0,86.0,4,1
Caves da Cerca,Portugal,Portuguese Table Wine,9.0,82.0,1,1
Quinta de Parrotes,Portugal,Alenquer,9.0,82.0,1,1
Quinta do Portal,Portugal,Vinho Verde,9.0,84.0,1,1
Acordeón,Argentina,Other,9.0,83.0,4,1
Rampoldi,Italy,Southern Italy,9.0,84.0,1,1
Château Mayne Mazerolles,France,Bordeaux,9.0,88.0,1,1
Château Mayne Guyon,France,Bordeaux,9.0,86.66666666666667,3,1
Schmitt Söhne,Germany,Rheinhessen,9.0,86.33333333333333,3,1
Château Macalan,France,Bordeaux,9.0,86.0,1,1
Chateau Chantal,Argentina,Mendoza Province,9.0,83.0,1,1
Chateau Côte Nord,US,California,9.0,86.0,1,1
Werewolf,Romania,Romania,9.0,86.0,1,1
Fundatio,Spain,Northern Spain,9.0,82.0,1,1
Emiliana,Chile,Bío Bío Valley,9.0,87.0,1,1
Canaletto,Italy,Central Italy,9.0,85.0,1,1
Summit Estates,US,Washington,9.0,83.33333333333333,3,2
Surf Point,US,California,9.0,82.75,8,4
Canaletto,Italy,Northeastern Italy,9.0,85.0,2,1
Corbett Canyon,US,California,9.0,84.0,3,3
Alto Salvador,Argentina,Mendoza Province,9.0,82.5,2,2
Outlander,US,California,9.0,88.0,1,1
Joliesse,US,California,9.0,85.0,1,1
Fratelli Gancia,Italy,Southern Italy,9.0,86.0,1,1
Oreades,Spain,Northern Spain,9.0,82.0,1,1
Suter,Argentina,Mendoza Province,9.0,83.5,2,2
Confrerie de Oisly et Thesée,France,Loire Valley,9.0,85.0,1,1
Altas Cumbres,Argentina,Mendoza Province,9.0,87.66666666666667,3,3
French Rabbit,France,Languedoc-Roussillon,9.0,81.8,5,4
Pacific Flyway,US,Washington,9.0,85.0,2,1
Canaletto,Italy,Southern Italy,9.0,84.5,2,2
Canti,Italy,Lombardy,9.0,84.0,1,1
Cantine Galasso,Italy,Central Italy,9.0,86.0,1,1
Pepperwood Grove,US,California,9.066666666666666,84.46666666666667,15,8
San Pedro,Chile,Central Valley,9.071428571428571,83.35714285714286,14,5
Sebeka,South Africa,Western Cape,9.142857142857142,86.71428571428571,7,4
Acordeón,Argentina,Mendoza Province,9.142857142857142,84.14285714285714,7,4
Oxford Landing,Australia,South Australia,9.166666666666666,85.26666666666667,30,11
Trinity Oaks,US,California,9.166666666666666,84.33333333333333,6,6
Ravoire et Fils,France,France Other,9.2,84.8,5,1
Calina,Chile,Casablanca Valley,9.2,87.0,5,1
Valcantara,Spain,Northern Spain,9.2,85.4,5,1
StoneCap,US,Washington,9.25,86.15,20,5
Cocobon,US,California,9.25,84.25,4,1
Villa Pozzi,Italy,Sicily & Sardinia,9.25,84.8,5,4
Inca,Argentina,Other,9.25,85.5,4,3
Ballatore,US,California,9.25,84.25,8,1
Las Valles,Spain,Northern Spain,9.3,84.3,10,4
Aveleda,Portugal,Vinho Verde,9.3,86.08888888888889,45,5
Dreamer,Romania,Dealurile Munteniei,9.333333333333334,82.33333333333333,3,3
Oveja Negra,Chile,Central Valley,9.333333333333334,85.66666666666667,6,3
Stival,Italy,Veneto,9.333333333333334,84.0,4,1
Eguren,Spain,Central Spain,9.333333333333334,83.66666666666667,3,2
Caves Primavera,Portugal,Bairrada,9.333333333333334,87.66666666666667,3,2
Pluvium,Spain,Levante,9.333333333333334,84.33333333333333,3,3
Paradise Peak,US,Washington,9.333333333333334,84.0,3,2
Tortoise Creek,France,Languedoc-Roussillon,9.333333333333334,84.22222222222223,9,7
Jindalee,Australia,Australia Other,9.333333333333334,83.66666666666667,6,4
Targovishte,Bulgaria,Black Sea Coastal,9.333333333333334,84.33333333333333,3,3
Hacormim,Israel,Israel,9.333333333333334,88.0,3,3
Borsao,Spain,Northern Spain,9.395348837209303,86.18181818181819,44,7
Peñascal,Spain,Northern Spain,9.4,83.8,5,3
Volteo,Spain,Central Spain,9.4,84.7,10,6
Region 1,Argentina,Mendoza Province,9.4,82.3,10,4
Glen Ellen,US,California,9.407407407407407,82.71428571428571,28,9
Woodbridge,US,California,9.411764705882353,83.88235294117646,17,9
Quinta das Arcas,Portugal,Vinho Verde,9.428571428571429,85.5,8,3
Messias,Portugal,Dão,9.5,88.8,5,1
Bostavan,Moldova,Moldova,9.5,86.75,8,5
Ironberry,Australia,Western Australia,9.5,85.5,2,2
Ambition,US,New York,9.5,86.0,2,1
Quinta do Gradil,Portugal,Estremadura,9.5,86.25,4,4
Sacred Stone,US,California,9.5,83.0,2,2
Castellblanch,Spain,Catalonia,9.5,87.25,4,1
Geretto,Italy,Northeastern Italy,9.5,86.5,2,1
Parras Vinhos,Portugal,Lisboa,9.5,86.71428571428571,14,6
Marquis de Chasse,France,Bordeaux,9.5,85.0,2,2
Avery Lane,US,Washington,9.5,86.0,4,3
Sun Garden,Germany,Mosel-Saar-Ruwer,9.5,84.5,2,1
Aconga,Argentina,Mendoza Province,9.5,83.0,4,4
Cantina Vallebelbo,Italy,Piedmont,9.5,84.66666666666667,3,1
Don Ramón,Spain,Northern Spain,9.5,84.0,4,2
Tres Ojos,Spain,Northern Spain,9.5,85.75,4,2
Hedonismo,Spain,Central Spain,9.5,85.5,2,2
Block 50,Australia,Australia Other,9.5,85.5,2,2
Bolla,Italy,Northeastern Italy,9.5,84.5,2,1
Stonecap,US,Washington,9.5,86.25,4,3
Vino dei Fratelli,Italy,Central Italy,9.5,83.5,2,1
Dallas Conté,Chile,Colchagua Valley,9.5,87.5,2,2
Caves da Montanha,Portugal,Bairrada,9.5,87.0,2,2
San Elias,Chile,Central Valley,9.5,84.0,12,7
Cubo,Spain,Central Spain,9.5,80.5,2,1
Falcon Hill,Germany,Rheinhessen,9.5,83.5,2,1
Bitácora,Spain,Northern Spain,9.5,82.5,2,1
Les Vignerons du Pallet,France,Loire Valley,9.5,84.0,2,1
Our Daily Red,US,California,9.5,84.0,2,1
Rojo Mojo,Spain,Central Spain,9.5,82.5,2,1
Barrière Frères,France,Bordeaux,9.5,85.5,4,2
Vidigal,Portugal,Vinho Verde,9.5,83.0,2,1
Viniverde,Portugal,Vinho Verde,9.5,83.125,8,4
Washington Hills,US,Washington,9.538461538461538,85.94871794871794,39,8
Bulletin Place,Australia,Australia Other,9.538461538461538,84.3076923076923,13,5
Autoritas,Chile,Central Valley,9.6,84.4,5,5
Yellow Tail,Australia,Australia Other,9.6,85.08,25,9
Hat in the Ring,Argentina,Mendoza Province,9.6,82.2,5,4
Tololo,Chile,Curicó Valley,9.6,85.0,5,3
Dunnewood,US,California,9.625,85.375,8,5
Lagaria,Italy,Northeastern Italy,9.625,85.22222222222223,9,2
La Pisara,Italy,Southern Italy,9.625,84.875,8,3
Adega Cooperativa do Cartaxo,Portugal,Tejo,9.631578947368421,85.81632653061224,49,9
Casa Agricola Santos Jorge,Portugal,Alentejano,9.666666666666666,86.66666666666667,3,1
Vicente Gandia,Spain,Spain Other,9.666666666666666,85.11111111111111,9,5
Sogrape,Portugal,Vinho Verde,9.666666666666666,87.0,3,2
Sundance,Chile,Maule Valley,9.666666666666666,83.33333333333333,15,4
Calina,Chile,Central Valley,9.666666666666666,85.66666666666667,3,2
Blue Teal,US,New Mexico,9.666666666666666,83.66666666666667,3,2
Moulin de Gassac,France,Languedoc-Roussillon,9.666666666666666,85.0,3,2
Peralta,US,California,9.666666666666666,83.66666666666667,3,3
Bodega Privada,Argentina,Mendoza Province,9.666666666666666,83.66666666666667,3,2
Colinas de São Lourenço,Portugal,Bairrada,9.666666666666666,85.66666666666667,3,2
Adega Cooperativa Ponte de Lima,Portugal,Vinho Verde,9.666666666666666,85.75,12,2
Castelvero,Italy,Piedmont,9.666666666666666,85.33333333333333,3,2
Luis Felipe Edwards,Chile,Central Valley,9.75,84.5,4,3
Jenica Peak,US,California,9.777777777777779,82.22222222222223,9,5
Paso a Paso,Spain,Central Spain,9.789473684210526,85.63157894736842,19,4
Alto Los Romeros,Chile,Central Valley,9.8,84.6,5,3
Carmen,Chile,Rapel Valley,9.8,85.0,5,2
Origin,Argentina,Mendoza Province,9.8,83.6,5,1
Alias,US,California,9.818181818181818,84.36363636363636,11,6
Mouton-Cadet,France,Bordeaux,9.833333333333334,84.5,6,3
Maison de la Villette,France,France Other,9.833333333333334,85.83333333333333,6,4
Conquista,Argentina,Mendoza Province,9.833333333333334,82.83333333333333,6,4
Café du Midi,France,France Other,9.833333333333334,84.5,6,6
Caves Campelo,Portugal,Vinho Verde,9.833333333333334,84.0,6,3
Cristobal 1492,Argentina,Mendoza Province,9.833333333333334,84.33333333333333,6,6
Quinta da Lixa,Portugal,Vinho Verde,9.857142857142858,85.0,7,1
Ste. Chapelle,US,Idaho,9.869565217391305,86.0,23,12
Andrew Peace,Australia,Australia Other,9.875,83.375,8,3
Riebeek Cellars,South Africa,Swartland,9.88888888888889,86.44444444444444,9,5
Achaia Clauss,Greece,Greece,9.88888888888889,83.33333333333333,9,4
Excelsior,South Africa,Robertson,9.944444444444445,86.05555555555556,18,5
Jacob's Creek,Australia,Australia Other,9.956521739130435,84.08695652173913,23,10
Château Merlet,France,Bordeaux,10.0,88.0,2,2
Screwed,Australia,South Australia,10.0,85.0,1,1
Luccio,Italy,Piedmont,10.0,85.0,1,1
Rapido Red,Italy,Southern Italy,10.0,85.0,1,1
Unión Vinícola del Este,Spain,Catalonia,10.0,83.0,2,2
Lulu B.,France,Languedoc-Roussillon,10.0,83.66666666666667,3,3
Lucky7,Chile,Maule Valley,10.0,85.0,1,1
Chantebelle,France,Southwest France,10.0,84.0,2,1
Schubert,New Zealand,New Zealand,10.0,83.0,1,1
Scrapbook,US,California,10.0,82.0,1,1
Lucky Frog,Argentina,Mendoza Province,10.0,86.0,1,1
Canti,Italy,Italy Other,10.0,83.0,1,1
Lucky7,Chile,Rapel Valley,10.0,85.33333333333333,3,3
Don Rodolfo,Argentina,Other,10.0,83.36363636363636,11,6
V Norte,Chile,Maule Valley,10.0,82.0,1,1
United We Stand,US,California,10.0,81.0,2,2
Randall Harris,US,Washington,10.0,88.0,1,1
Pacifico Sur,Chile,Central Valley,10.0,84.66666666666667,3,3
Radius,US,Washington,10.0,85.0,4,3
Quinta de Paços,Portugal,Minho,10.0,83.0,1,1
Cookies & Cream,US,California,10.0,86.0,5,4
Settlers Rise,Australia,Australia Other,10.0,85.0,1,1
Twin Fin,US,California,10.0,85.28571428571429,7,4
Twin Arches,US,California,10.0,85.0,4,4
Domaine la Chevaliere,France,Languedoc-Roussillon,10.0,83.0,1,1
Cellar No. 8,US,California,10.0,82.0,3,2
Quinta da Murta,Portugal,Bucelas,10.0,86.0,1,1
Tussock Jumper,Spain,Central Spain,10.0,83.0,1,1
Shark Trust,South Africa,Western Cape,10.0,86.0,3,2
Magnífico,Spain,Northern Spain,10.0,85.0,1,1
Cavit,Italy,Lombardy,10.0,85.0,1,1
Château Terres Douces,France,Bordeaux,10.0,86.66666666666667,3,2
Maison Duhard,France,Bordeaux,10.0,84.0,1,1
Ossiam,Spain,Levante,10.0,82.0,1,1
Shelton Vineyards,US,North Carolina,10.0,86.0,1,1
Château Tour de Bigorre,France,Bordeaux,10.0,87.0,1,1
Quail Creek,US,California,10.0,85.0,4,3
Maison Nicolas,France,Southwest France,10.0,85.0,1,1
Big Face,South Africa,Western Cape,10.0,84.0,2,2
Calliga,Greece,Greece,10.0,83.0,1,1
Serengeti,South Africa,Coastal Region,10.0,85.0,2,2
Domaine la Taste,France,Southwest France,10.0,85.5,2,1
Château Naudeau,France,Bordeaux,10.0,85.0,1,1
RBJ,Australia,South Australia,10.0,87.0,1,1
Dominio de Punctum,Spain,Spain Other,10.0,83.0,1,1
Dominio de Eguren,Spain,Northern Spain,10.0,87.0,1,1
Cesar Lucendo,Spain,Central Spain,10.0,80.0,1,1
Senator,Romania,Viile Carasului,10.0,87.0,1,1
UDACA,Portugal,Terras do Dão,10.0,88.0,1,1
Château Peynaud-Bagnac,France,Bordeaux,10.0,89.0,1,1
Beso de Vino,Spain,Northern Spain,10.0,84.66666666666667,3,2
Sepp Moser,Austria,Neusiedlersee,10.0,84.0,1,1
Coyote Creek,US,California,10.0,83.14285714285714,7,5
Mad Crush,US,California,10.0,84.5,2,1
Bex,Germany,Nahe,10.0,87.0,2,1
Quinta do Gradil,Portugal,Lisboa,10.0,84.5,2,2
Mad Housewife,US,California,10.0,86.0,1,1
Sequiot,Spain,Levante,10.0,88.0,1,1
Domaine le Portail,France,Loire Valley,10.0,87.0,2,2
Madison Ridge,Australia,New South Wales,10.0,87.0,1,1
Bieler Père et Fils,France,Languedoc-Roussillon,10.0,83.0,1,1
Domaine la Salette,France,Southwest France,10.0,86.0,1,1
Lucca,US,California,10.0,86.0,1,1
Sapíens,Italy,Sicily & Sardinia,10.0,83.0,1,1
Lozano,Spain,Central Spain,10.0,84.0,1,1
Corte Mainente,Italy,Veneto,10.0,88.0,3,1
Rotation Vineyards,US,California,10.0,82.0,1,1
Vermador,Spain,Levante,10.0,82.5,2,1
Château Bois Redon,France,Bordeaux,10.0,86.0,3,1
Château Fontenelle,France,Bordeaux,10.0,88.0,1,1
El Bully,Spain,Levante,10.0,84.0,1,1
Baron de Escal,Spain,Northern Spain,10.0,85.5,2,1
Ropiteau,France,France Other,10.0,85.0,1,1
Château Bellevue Favereau,France,Bordeaux,10.0,81.0,1,1
Romantic,France,France Other,10.0,84.5,2,2
Listel,France,Languedoc-Roussillon,10.0,86.0,1,1
El Fogón,Argentina,Mendoza Province,10.0,83.0,4,4
Little Black Dress,France,Languedoc-Roussillon,10.0,84.0,1,1
Rock Rabbit,US,California,10.0,87.5,2,2
Vega del Castillo,Spain,Northern Spain,10.0,82.0,1,1
Château Gromel Bel Air,France,Bordeaux,10.0,87.0,1,1
Sans Wine Co,US,California,10.0,83.0,3,3
Road i White,US,California,10.0,84.0,1,1
Easton House,US,California,10.0,86.0,1,1
Road i Red,US,California,10.0,84.66666666666667,3,1
Château Haut Guillebot,France,Bordeaux,10.0,89.0,1,1
Riverina Estates,Australia,New South Wales,10.0,85.0,2,2
Little Rascal's,US,California,10.0,81.0,2,2
Santa Carolina,Chile,Central Valley,10.0,86.0,1,1
Rock View,US,Washington,10.0,84.0,1,1
El Ganador,Argentina,Mendoza Province,10.0,83.5,2,1
Barking Sheep,Argentina,Mendoza Province,10.0,82.0,1,1
One And Done,US,California,10.0,85.0,1,1
Lenz Moser,Austria,Niederösterreich,10.0,87.0,3,1
Embrujo,Spain,Central Spain,10.0,86.0,1,1
Château Champ du Moulin,France,Bordeaux,10.0,86.0,1,1
Château Camelot la Chapelle,France,Bordeaux,10.0,90.0,1,1
Cortenova,Italy,Southern Italy,10.0,84.0,1,1
Eliseo Silva,US,Washington,10.0,85.66666666666667,3,3
Bandiera,US,California,10.0,84.25,4,3
Cortenova,Italy,Northeastern Italy,10.0,84.0,1,1
Salvatore Principe,Argentina,Other,10.0,83.5,4,3
Cortenova,Italy,Central Italy,10.0,84.0,1,1
San Antonio Abad,Spain,Central Spain,10.0,85.0,1,1
Château Coustaut la Grangeotte,France,Bordeaux,10.0,86.0,1,1
Vidigal,Portugal,Dão,10.0,84.0,2,1
Château Buisson Reydon,France,Bordeaux,10.0,88.0,1,1
Vicente Gandia,Portugal,Alentejo,10.0,87.0,1,1
Vicente Gandia,Portugal,Alentejano,10.0,85.0,1,1
Les Vignerons de Grimaud,France,Provence,10.0,83.66666666666667,3,1
Viano,US,California,10.0,81.5,2,2
Rudi Wiest,Germany,Rheinhessen,10.0,85.0,1,1
Rudi Wiest,Germany,Mosel-Saar-Ruwer,10.0,86.0,1,1
San Giorgio a Lapi,Italy,Tuscany,10.0,85.0,1,1
Veuve du Vernay,France,Bordeaux,10.0,86.0,1,1
Rubus,France,France Other,10.0,85.0,1,1
Caminada,Argentina,Mendoza Province,10.0,86.0,1,1
Les Vignerons du Mont-Ventoux,France,Rhône Valley,10.0,88.0,1,1
Riondo,Italy,Northeastern Italy,10.0,85.0,1,1
Vega Montán,Spain,Northern Spain,10.0,88.5,2,1
Tamás,US,California,10.0,84.5,2,2
Coto de Hayas,Spain,Catalonia,10.0,86.0,1,1
Checkered Cab,Australia,South Australia,10.0,86.0,1,1
Santos & Santos,Portugal,Alentejano,10.0,84.5,2,1
Tapeña,Spain,Central Spain,10.0,84.15384615384616,13,4
Dr. Peter Poontinger,Germany,Rheinhessen,10.0,88.0,1,1
